"","ResponseId","Q6","Q8","STEM_Non-STEM","Q12","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q22","Q23","Q24","finance","infotech","space","library","lab","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q33","htopicmen","hresearchmen","hwritingmen","hacadmen","hnonacadmen","hemploymen","Q38","Q39","Q40","Q41","Q42","Q43","Q45","Q46","Q47","Q48","Q49","Q78","Q78_7_TEXT","Q80","Q80_3_TEXT","Q82","Q84","Q86","Q88","Q88_5_TEXT","Q90_1","Q90_2","Q92_1","Q92_2","Q92_3","Q137_1","Q137_2","Q136_1","Q136_2","Q136_3","Q139_1","Q139_2","Q138_1","Q138_2","Q138_3","Q141_1","Q141_2","Q140_1","Q140_2","Q140_3","Q95","Q97","Q99","Q101","Q103","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","otherobst","otherobst_scored","otherobst_TEXT","Q104","Q60","Sex_ANOVA_Code","Q61","Q62","Citizenship_ANOVA_Code","Q63","Hispanic_Latino_ANOVA_Code","Race_Ethnicity","Race_Ethnicy_ANOVA_Code","Race_RECODE","Underrepresented"
"114","R_sjowSTjvXsfpgWZ","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Agree","Strongly Agree","Probably","Definitely","Probably","Very good","Very good","Very good","Very good","Very good","Excellent","Excellent","Yes, and I attended","Somewhat Effective","Yes","Yes","N/A","N/A","N/A","N/A","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,"No",NA,"No",NA,"2","4","Not applicable","4","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"An established business owner","Non-profit, non-government organization","Yes","Other","computational biologist","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Cambridge","Probably","Definitely","Probably","Very good","Very good","Very good","Very good","Very good","Excellent","Very good","Strongly Agree","Agree","Agree","Strongly Agree","Not applicable","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not applicable",NA,NA,NA,"Bioinformatics","Male",1,"03/13/1973","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"115","R_1l5W8UhHZgAAocA","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Good","Good","Agree","Agree","Agree","Ambivalent","Probably not","Definitely","Probably",NA,NA,NA,NA,"Excellent","Fair","Good","No",NA,"Yes","No","Good","Very Good","Very Good","Very Good","Excellent","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","No",NA,"Yes","Very helpful","0","2","No","2","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"Probably","Definitely","Probably",NA,NA,"Good",NA,"Excellent","Fair","Very good","Agree","Agree","Agree","Agree","A minor obstacle","Not an obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Chemistry","Female",2,"06/21/1992","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"116","R_0fg3pBLfa2ofqhj","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Ambivalent","Agree","Ambivalent","Strongly Agree","Probably","Definitely","Probably","Good","Fair","Very good","Fair","Very good","Excellent","Good","Yes, and I attended","Neither Effective nor Ineffective","Yes","Yes","Very Good","Good","Fair","Good","Fair","Very helpful","Very helpful","Somewhat helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Very helpful","3","6","Yes","10","2","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"A start-up founder","Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Computer Systems Design and Related Services","Computer and Mathematical Occupations","Computer and Information Research Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Member of the Technical Staff","MIT Lincoln Labs","Yes",NA,"Lexington, Ma","Probably","Definitely","Probably","Good","Fair","Very good","Fair","Very good","Excellent","Good","Ambivalent","Agree","Ambivalent","Agree","Not an obstacle","Not an obstacle","A major obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Computer Science","Male",1,"09/08/1989","U.S. Citizen",1,NA,3,"White",5,"White","Non-Underrespresented Group"
"117","R_T5DlsOWjIhG9ZAd","PhD","College G","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Very good","Excellent","Agree","Strongly Agree","Agree","Strongly Agree","Definitely","Definitely","Definitely","Very good","Very good","Very good","Very good","Excellent","Very good","Excellent","I don't remember",NA,"Yes","Yes","Good","Excellent","Good","Excellent","N/A","Somewhat helpful","Very helpful","Somewhat helpful","Very helpful","N/A - I did not receive advice on this","Somewhat helpful","Yes","No","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Very helpful","No",NA,"Yes","Very helpful","3","8","Yes","11","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Other","Health Care","Scientists, Social Scientists","Social Scientists and Related Occupations","Other Social Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","University of Southern California Keck Medical School","Yes",NA,"Los Angeles","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Very good","Excellent","Very good","Excellent","Agree","Strongly Agree","Agree","Strongly Agree","A minor obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not applicable",NA,NA,NA,"Epidemiology","Female",2,"02/05/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"118","R_tXuNEaxnBe6xG1P","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Very good","Good","Disagree","Agree","Disagree","Agree","Maybe","Definitely","Probably","Fair","Fair","Fair","Poor","Very good","Poor","Fair","I don't remember",NA,"Yes","No","Fair","Very Good","Good","Excellent","Very Good","Somewhat helpful","Very helpful","Very helpful","Not at all helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","No","Very helpful","Very helpful","Not very helpful","Somewhat helpful","Very helpful","Somewhat helpful","Yes","Not at all helpful","Yes","Not at all helpful","No",NA,"2","6","Yes","3","5","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Atmospheric and Space Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","Columbia University","Yes",NA,"New York","Maybe","Definitely","Maybe","Fair","Fair","Fair","Poor","Good","Poor","Fair","Disagree","Agree","Disagree","Agree","A major obstacle","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Biology","Female",2,"09/17/1993","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"119","R_BKR1AEbUD8q4N9L","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Fair","Good","Ambivalent","Agree","Agree","Agree","Probably not","Probably not","Probably not","Very good","Very good","Excellent","Good","Fair","Poor","Good","Yes, and I attended","Somewhat Effective","Yes","Yes","Fair","Fair","Excellent","Excellent","Very Good","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Somewhat helpful","Very helpful","Not very helpful","N/A - I did not receive advice on this","Very helpful","N/A - I did not receive advice on this","Yes","Very helpful","Yes","Somewhat helpful","Yes","Very helpful","4","12","Yes","7","1","Negotiating with one or more specific organizations",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","No",NA,NA,"Publishing, Broadcasting, and Library","Publishing Industries (except Internet)","Scientists, Social Scientists","Social Scientists and Related Occupations","Psychologists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Boston, MA","Probably not","Probably not","Maybe","Very good","Very good","Good","Very good","Fair","Fair","Good","Ambivalent","Agree","Agree","Agree","A major obstacle","Not an obstacle","Not an obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Developmental Science, Psychology","Female",2,"11/28/1989","U.S. Citizen",1,"No",2,"Asian,White",4,"Two or More Races","Non-Underrespresented Group"
"120","R_2ZPMsRxZkvJzxGL","PhD","College I","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Excellent","Very good","Agree","Agree","Strongly Agree","Strongly Agree","Probably","Maybe","Definitely","Very good","Very good","Excellent","Very good","Excellent","Good","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Good","Very Good","Very Good","Very Good","N/A","Somewhat helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Somewhat helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Somewhat helpful","No",NA,"Yes","Very helpful","3","5","Yes","7","1","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Non-profit and membership organizations","Social Advocacy Organizations","Education, Training, and Library Occupations","Other educational occupation",NA,"Education","4-year college or university","Education, Training, and Library Occupations","Researcher (non teaching)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Canada","Toronto","Probably","Maybe","Probably","Very good","Very good","Excellent","Very good","Very good","Good","Very good","Agree","Agree","Strongly Agree","Strongly Agree","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not applicable",NA,NA,"Theology","Male",1,"10/02/1973","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"121","R_sdk1Dom2hXb5lrr","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Ambivalent","Ambivalent","Ambivalent","Strongly Agree","Probably","Probably","Maybe","Fair","Very good","Excellent","Excellent","Good","Fair","Very good","Yes, and I attended","Somewhat Ineffective","Yes","Yes","Poor","Good","Good","Very Good","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Yes","No","N/A - I did not receive advice on this","Very helpful","Somewhat helpful","Very helpful","Not very helpful","Somewhat helpful","Yes","Somewhat helpful","Yes","Very helpful","No",NA,"5","15","Yes","1","2","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Education","4-year college or university","Scientists, Social Scientists","Social Scientists and Related Occupations","Anthropologists and Archeologists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","Rice University","Yes",NA,"Houston, TX","Maybe","Maybe","Maybe","Fair","Very good","Very good","Very good","Good","Fair","Very good","Ambivalent","Ambivalent","Ambivalent","Strongly Agree","A minor obstacle","Not an obstacle","Not an obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Archaeology","Female",2,"05/12/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"122","R_290nj8ERnpMoo17","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Good","Fair","Excellent","Very good","Good","Excellent","Excellent","Yes, and I attended","Somewhat Effective","Yes","Yes","Fair","Fair","Excellent","Excellent","Excellent","Very helpful","Very helpful","Somewhat helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Somewhat helpful","No",NA,"Yes","Very helpful","4","20","Yes","13","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"A start-up founder","Industry/for-profit organization","Yes","Other","executive","Technology",NA,"Computer and Mathematical Occupations","Computer and Information Research Scientists",NA,"Technology","Computer Systems Design and Related Services","Computer and Mathematical Occupations","Computer and Information Research Scientists",NA,"Technology","Computer Systems Design and Related Services",NA,NA,NA,NA,NA,NA,NA,NA,"Chief Technology Officer",NA,"Yes",NA,"Boston","Definitely","Definitely","Definitely","Fair","Fair","Excellent","Excellent","Good","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","A minor obstacle","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Cryptography","Male",1,"11/24/1982","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"123","R_1j93NVS9dXKHwUi","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Good","Agree","Agree","Ambivalent","Agree","Probably","Probably","Probably","Good","Very good","Very good","Fair","Fair","Fair","Good","I don't remember",NA,"Yes","Yes","Poor",NA,"Good","Good","Very Good","Very helpful","Very helpful","Somewhat helpful","N/A - I did not receive advice on this","Somewhat helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","Yes","Very helpful","Yes","Very helpful","7","3","Yes","1","0","Other - Specify:","continuing in the lab",NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists","Research, Consulting, and Legal Services",NA,NA,NA,NA,"Scientist","N/A","Yes",NA,"N/A","Probably","Definitely","Probably","Very good","Very good","Good","Fair","Good","Good","Good","Agree","Agree","Agree","Agree","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Biology","Female",2,"06/11/1993","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"124","R_1MSWVmjIzRoF51O","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Agree","Strongly Agree","Maybe","Probably","Probably","Very good","Excellent","Excellent","Good","Excellent","Fair","Very good","No",NA,"Yes","Yes","Fair","Very Good","Fair","Good","N/A","Very helpful","Very helpful","Very helpful","Somewhat helpful","Not at all helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","Yes","Somewhat helpful","No",NA,"3","3","Yes","1","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"A start-up founder","Academic institution or research institution","Yes","Post-doctoral appointment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","American Research Center of Egypt","No","Egypt","Cairo","Probably not","Probably","Probably","Very good","Very good","Very good","Very good","Excellent","Very good","Very good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"religious studies","Male",1,"05/05/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
